AssociationsNumber,club_number,sub_club_number,club_name,service_name,hole,ghin_number,Date,Index,Tscores
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,06/01/2019,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,05/15/2019,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,05/01/2019,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,04/15/2019,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,04/01/2019,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,03/15/2019,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,03/01/2019,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,02/15/2019,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,02/01/2019,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,01/15/2019,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,01/01/2019,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,12/15/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,12/01/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,11/15/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,11/01/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,10/15/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,10/01/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,09/15/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,09/01/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,08/15/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,08/01/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,07/15/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,07/01/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,06/15/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,06/01/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,05/15/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,05/01/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,04/15/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,04/01/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,03/15/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,03/01/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,02/15/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,02/01/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,01/15/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,01/01/2018,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,12/15/2017,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,12/01/2017,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,11/15/2017,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,11/01/2017,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,10/15/2017,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,10/01/2017,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,09/15/2017,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,09/01/2017,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,08/15/2017,14.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,08/01/2017,NH    ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,07/15/2017,NH    ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,07/01/2017,NH    ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,06/15/2017,NH    ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,06/01/2017,NH    ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,05/15/2017,NH    ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,05/01/2017,NH    ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,2204936,04/15/2017,NH    ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,06/01/2019,21.3  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/15/2019,21.3  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/01/2019,21.3  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/15/2019,21.2  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/01/2019,21.4  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/15/2019,21.4  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/01/2019,21.6  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/15/2019,22.0  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/01/2019,21.8  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,01/15/2019,21.3  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,01/01/2019,21.1  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,12/15/2018,21.1  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,12/01/2018,21.1  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,11/15/2018,21.1  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,11/01/2018,21.1  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,10/15/2018,19.8  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,10/01/2018,19.8  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,09/15/2018,19.8  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,09/01/2018,19.8  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,08/15/2018,20.1  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,08/01/2018,20.4  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,07/15/2018,20.4  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,07/01/2018,20.4  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,06/15/2018,20.4  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,06/01/2018,20.3  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/15/2018,20.3  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/01/2018,20.3  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/15/2018,21.7  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/01/2018,21.1  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/15/2018,20.0  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/01/2018,19.4  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/15/2018,19.4  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/01/2018,18.9  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,01/15/2018,18.7  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,01/01/2018,19.2  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,12/15/2017,20.3  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,12/01/2017,19.6  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,11/15/2017,19.6  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,11/01/2017,19.6  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,10/15/2017,19.6  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,10/01/2017,19.5  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,09/15/2017,20.7  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,09/01/2017,20.7  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,08/15/2017,20.7  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,08/01/2017,20.7  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,07/15/2017,20.7  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,07/01/2017,20.7  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,06/15/2017,20.7  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,06/01/2017,20.2  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/15/2017,20.2  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/01/2017,20.2  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/15/2017,19.8  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/01/2017,20.4  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/15/2017,20.8  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/01/2017,21.0  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/15/2017,21.3  ,3
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/01/2017,21.4  ,2
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,01/15/2017,21.2  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,01/01/2017,21.2  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,12/15/2016,21.2  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,12/01/2016,20.6  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,11/15/2016,20.0  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,11/01/2016,18.2  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,10/15/2016,17.5  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,10/01/2016,16.3  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,09/15/2016,16.3  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,09/01/2016,15.9  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,08/15/2016,15.9  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,08/01/2016,16.1  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,07/15/2016,16.8  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,07/01/2016,20.1  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,06/15/2016,20.1  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,06/01/2016,20.1  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/15/2016,20.3  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/01/2016,20.3  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/15/2016,20.3  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/01/2016,20.3  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/15/2016,19.4  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/01/2016,19.1  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/15/2016,18.8  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/01/2016,17.2  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,01/15/2016,17.2  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,01/01/2016,16.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,12/15/2015,16.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,12/01/2015,16.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,11/15/2015,16.2  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,11/01/2015,17.2  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,10/15/2015,17.2  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,10/01/2015,17.2  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,09/15/2015,17.2  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,09/01/2015,16.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,08/15/2015,17.2  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,08/01/2015,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,07/15/2015,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,07/01/2015,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,06/15/2015,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,06/01/2015,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/15/2015,18.2  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/01/2015,18.2  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/15/2015,18.2  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/01/2015,18.2  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/15/2015,18.2  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/01/2015,18.2  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/15/2015,18.2  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/01/2015,18.2  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,01/15/2015,18.0  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,01/01/2015,18.0  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,12/15/2014,18.0  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,12/01/2014,18.0  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,11/15/2014,18.0  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,11/01/2014,18.0  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,10/15/2014,18.6  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,10/01/2014,18.6  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,09/15/2014,19.0  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,09/01/2014,19.0  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,08/15/2014,19.0  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,08/01/2014,19.1  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,07/15/2014,19.2  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,07/01/2014,19.1  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,06/15/2014,19.1  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,06/01/2014,19.6  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/15/2014,19.6  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/01/2014,19.6  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/15/2014,19.6  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/01/2014,19.6  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/15/2014,19.2  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/01/2014,18.9  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/15/2014,18.9  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/01/2014,18.8  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,01/15/2014,18.8  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,01/01/2014,18.8  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,12/15/2013,18.8  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,12/01/2013,18.8  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,11/15/2013,18.8  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,11/01/2013,18.8  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,10/15/2013,18.8  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,10/01/2013,18.6  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,09/15/2013,18.4  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,09/01/2013,18.4  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,08/15/2013,18.5  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,08/01/2013,18.5  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,07/15/2013,19.0  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,07/01/2013,18.9  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,06/15/2013,18.9  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,06/01/2013,19.0  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/15/2013,18.6  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/01/2013,18.5  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/15/2013,18.5  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/01/2013,18.5  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/15/2013,18.4  ,1
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/01/2013,18.3  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/15/2013,18.0  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/01/2013,18.0  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,01/15/2013,18.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,01/01/2013,18.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,12/15/2012,18.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,12/01/2012,18.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,11/15/2012,18.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,11/01/2012,18.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,10/15/2012,18.9  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,10/01/2012,18.9  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,09/15/2012,18.9  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,09/01/2012,19.0  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,08/15/2012,18.4  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,08/01/2012,18.2  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,07/15/2012,17.8  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,07/01/2012,17.7  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,06/15/2012,17.3  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,06/01/2012,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/15/2012,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/01/2012,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/15/2012,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/01/2012,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/15/2012,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/01/2012,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/15/2012,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/01/2012,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,01/15/2012,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,01/01/2012,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,12/15/2011,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,12/01/2011,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,11/15/2011,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,11/01/2011,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,10/15/2011,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,10/01/2011,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,09/15/2011,18.0  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,09/01/2011,18.0  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,08/15/2011,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,08/01/2011,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,07/15/2011,18.0  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,07/01/2011,17.5  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,06/15/2011,17.3  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,06/01/2011,17.1  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/15/2011,16.9  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,05/01/2011,16.9  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/15/2011,16.9  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,04/01/2011,16.9  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/15/2011,16.9  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,03/01/2011,16.9  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/15/2011,16.9  ,0
11,016,11-0016-01,TERRACE PARK COUNTRY CLUB,MENS,18,1577964,02/01/2011,16.9  ,0
